Symbol,Name,Country,IPO Year,Sector,Industry
CNSP,CNS Pharmaceuticals Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
CNTX,Context Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
CNX,CNX Resources Corporation Common Stock,United States,1999,Energy,Oil & Gas Production
COCO,The Vita Coco Company Inc. Common Stock,United States,2021,Consumer Staples,Beverages (Production/Distribution)
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,2006,Consumer Discretionary,Home Furnishings
CODX,Co-Diagnostics Inc. Common Stock,United States,2017,Health Care,Medical/Dental Instruments
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COF,Capital One Financial Corporation Common Stock,United States,1994,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
COKE,Coca-Cola Consolidated Inc. Common Stock,United States,1972,Consumer Staples,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,United States,1992,Finance,Major Banks
COLD,Americold Realty Trust Inc. Common Stock,United States,2018,Real Estate,Real Estate Investment Trusts
COLL,Collegium Pharmaceutical Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,United States,1998,Consumer Discretionary,Apparel
COMM,CommScope Holding Company Inc. Common Stock,United States,2013,Technology,Radio And Television Broadcasting And Communications Equipment
COMP,Compass Inc. Class A Common Stock,United States,2021,Technology,EDP Services
CONN,Conn's Inc. Common Stock,United States,2003,Consumer Discretionary,Consumer Electronics/Video Chains
CONX,CONX Corp. Class A Common Stock,United States,2020,Finance,Blank Checks
CONXU,CONX Corp. Unit,United States,2020,Finance,Blank Checks
CONXW,CONX Corp. Warrant,United States,2020,Finance,Blank Checks
COOK,Traeger Inc. Common Stock,United States,2021,Consumer Discretionary,Wholesale Distributors
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Blank Checks
COOLU,Corner Growth Acquisition Corp. Unit,United States,2020,Finance,Blank Checks
CORT,Corcept Therapeutics Incorporated Common Stock,United States,2004,Health Care,Biotechnology: Pharmaceutical Preparations
COTY,Coty Inc. Class A Common Stock,United States,2013,Consumer Discretionary,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
COYA,Coya Therapeutics Inc. Common Stock,United States,2022,Health Care,Biotechnology: Pharmaceutical Preparations
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,United States,2009,Health Care,Biotechnology: Pharmaceutical Preparations
CPRT,Copart Inc. (DE) Common Stock,United States,1994,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,2006,Health Care,Biotechnology: Pharmaceutical Preparations
CPSI,Computer Programs and Systems Inc. Common Stock,United States,2002,Technology,EDP Services
CPSS,Consumer Transaction Services Inc. Common Stock,United States,1992,Finance,Finance: Consumer Services
CPT,Camden Property Trust Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
CPTN,Cepton Inc. Common Stock,United States,2021,Industrials,Industrial Machinery/Components
CPTNW,Cepton Inc. Warrant,United States,2021,Industrials,Industrial Machinery/Components
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,2019,Finance,Trusts Except Educational Religious and Charitable
CQP,Cheniere Energy Partners LP Common Units,United States,2007,Utilities,Oil/Gas Transmission
CR,Crane Company Common Stock,United States,2023,Industrials,Metal Fabrications
CRAI,CRA International Inc. Common Stock,United States,1998,Consumer Discretionary,Other Consumer Services
CRBG,Corebridge Financial Inc. Common Stock,United States,2022,Finance,Life Insurance
CRBU,Caribou Biosciences Inc. Common Stock,United States,2021,Health Care, Medicinal Chemicals and Botanical Products 
CRC,California Resources Corporation Common Stock,United States,2020,Energy,Oil & Gas Production
CRCT,Cricut Inc. Class A Common Stock,United States,2021,Industrials,Wholesale Distributors
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,United States,2022,Technology,Semiconductors
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,United States,2003,Finance,Finance/Investors Services
CRGY,Crescent Energy Company Class A Common Stock,United States,2021,Energy,Oil & Gas Production
CRI,Carter's Inc. Common Stock,United States,2003,Consumer Discretionary,Apparel
CRL,Charles River Laboratories International Inc. Common Stock,United States,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,Salesforce Inc. Common Stock,United States,2004,Technology,Computer Software: Prepackaged Software
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
CROX,Crocs Inc. Common Stock,United States,2006,Consumer Discretionary,Shoe Manufacturing
CRSR,Corsair Gaming Inc. Common Stock,United States,2020,Technology,Computer Manufacturing
CRT,Cross Timbers Royalty Trust Common Stock,United States,1992,Energy,Oil & Gas Production
CRUS,Cirrus Logic Inc. Common Stock,United States,1989,Technology,Semiconductors
CRVS,Corvus Pharmaceuticals Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,2019,Technology,EDP Services
CSCO,Cisco Systems Inc. Common Stock (DE),United States,1990,Telecommunications,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,United States,1998,Consumer Discretionary,Business Services
CSGS,CSG Systems International Inc. Common Stock,United States,1996,Technology,EDP Services
CSLM,CSLM Acquisition Corp. Class A Ordinary Share,United States,2022,Finance,Blank Checks
CSLMR,CSLM Acquisition Corp. Right,United States,2022,Finance,Blank Checks
CSPI,CSP Inc. Common Stock,United States,1982,Technology,EDP Services
CSQ,Calamos Strategic Total Return Common Stock,United States,2004,Finance,Finance Companies
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,United States,2017,Consumer Discretionary,Movies/Entertainment
CSTL,Castle Biosciences Inc. Common Stock,United States,2019,Health Care,Medical Specialities
CSTR,CapStar Financial Holdings Inc. Common Stock,United States,2016,Finance,Major Banks
CTAS,Cintas Corporation Common Stock,United States,1983,Consumer Discretionary,Business Services
CTBB,Qwest Corporation 6.5% Notes due 2056,United States,2016,Telecommunications,Telecommunications Equipment
CTCX,Carmell Therapeutics Corporation Class A Common Stock,United States,2021,Health Care,Medical/Dental Instruments
CTCXW,Carmell Therapeutics Corporation Warrant,United States,2021,Health Care,Medical/Dental Instruments
CTDD,Qwest Corporation 6.75% Notes due 2057,United States,2017,Telecommunications,Telecommunications Equipment
CTHR,Charles & Colvard Ltd Common Stock,United States,1997,Consumer Discretionary,Consumer Specialties
CTIB,Yunhong CTI Ltd. Common Stock,United States,1997,Industrials,Specialty Chemicals
CTKB,Cytek Biosciences Inc. Common Stock,United States,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTLT,Catalent Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
CTMX,CytomX Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,United States,2023,,
CTO,CTO Realty Growth Inc. Common Stock,United States,1992,Real Estate,Real Estate Investment Trusts
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,United States,2012,Finance,Investment Managers
CTRE,CareTrust REIT Inc. Common Stock,United States,2022,Real Estate,Real Estate Investment Trusts
CTRN,Citi Trends Inc. Common Stock,United States,2005,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,1998,Technology,EDP Services
CTVA,Corteva Inc. Common Stock ,United States,2019,Consumer Staples,Farming/Seeds/Milling
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,United States,2019,Finance,Major Banks
CUE,Cue Biopharma Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
CULL,Cullman Bancorp Inc. Common Stock,United States,2021,Finance,Savings Institutions
CURI,CuriosityStream Inc. Class A Common Stock,United States,2020,Consumer Discretionary,Movies/Entertainment
CURIW,CuriosityStream Inc. Warrant,United States,2020,Consumer Discretionary,Movies/Entertainment
CURO,CURO Group Holdings Corp. Common Stock,United States,2017,Finance,Finance: Consumer Services
CUTR,Cutera Inc. Common Stock,United States,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVGI,Commercial Vehicle Group Inc. Common Stock,United States,2004,Consumer Discretionary,Auto Parts:O.E.M.
CVI,CVR Energy Inc. Common Stock,United States,2007,Energy,Integrated oil Companies
CVKD,Cadrenal Therapeutics Inc. Common Stock,United States,2023,Health Care, Medicinal Chemicals and Botanical Products 
CVLT,Commvault Systems Inc. Common Stock,United States,2006,Technology,Computer Software: Prepackaged Software
CVM,Cel-Sci Corporation Common Stock,United States,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CVNA,Carvana Co. Class A Common Stock,United States,2017,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CVR,Chicago Rivet & Machine Co. Common Stock,United States,1930,Industrials,Industrial Machinery/Components
CVRX,CVRx Inc. Common Stock,United States,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVU,CPI Aerostructures Inc. Common Stock,United States,2022,Industrials,Military/Government/Technical
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
CWD,CaliberCos Inc. Class A Common Stock,United States,2023,Finance,Real Estate
CWEN,Clearway Energy Inc. Class C Common Stock,United States,2015,Utilities,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Common Stock,United States,2016,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,1997,Utilities,Environmental Services
CXAI,CXApp Inc. Class A Common Stock,United States,2021,Technology,EDP Services
CXAIW,CXApp Inc. Warrant,United States,2021,Technology,EDP Services
CXE,MFS High Income Municipal Trust Common Stock,United States,1989,Finance,Investment Managers
CXH,MFS Investment Grade Municipal Trust Common Stock,United States,1989,Finance,Investment Managers
CXM,Sprinklr Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
CYH,Community Health Systems Inc. Common Stock,United States,2000,Health Care,Hospital/Nursing Management
CYN,Cyngn Inc. Common Stock,United States,2021,Technology,EDP Services
CYT,Cyteir Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
CYTK,Cytokinetics Incorporated Common Stock,United States,2004,Health Care,Biotechnology: Pharmaceutical Preparations
CZWI,Citizens Community Bancorp Inc. Common Stock,United States,2006,Finance,Savings Institutions
DAIO,Data I/O Corporation Common Stock,United States,1981,Technology,Industrial Machinery/Components
DAKT,Daktronics Inc. Common Stock,United States,1994,Industrials,Office Equipment/Supplies/Services
DAR,Darling Ingredients Inc. Common Stock,United States,1997,Consumer Staples,Packaged Foods
DARE,Dare Bioscience Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
DASH,DoorDash Inc. Class A Common Stock,United States,2020,Industrials,Industrial Machinery/Components
DATS,DatChat Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
DATSW,DatChat Inc. Series A Warrant,United States,2021,Technology,Computer Software: Prepackaged Software
DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
DBD,Diebold Nixdorf Incorporated Common stock,United States,2023,Technology,EDP Services
DBGI,Digital Brands Group Inc. Common Stock,United States,2021,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBGIW,Digital Brands Group Inc. Warrant,United States,2021,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,United States,2012,,
DBRG,DigitalBridge Group Inc.,United States,2014,Real Estate,Real Estate Investment Trusts
DBTX,Decibel Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
DBX,Dropbox Inc. Class A Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
DC,Dakota Gold Corp. Common Stock,United States,2022,Basic Materials,Precious Metals
DCGO,DocGo Inc. Common Stock,United States,2020,Health Care,Managed Health Care
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
DD,DuPont de Nemours Inc. Common Stock,United States,2017,Industrials,Major Chemicals
DDOG,Datadog Inc. Class A Common Stock,United States,2019,Technology,EDP Services
DEA,Easterly Government Properties Inc. Common Stock,United States,2015,Real Estate,Real Estate Investment Trusts
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,United States,2022,Finance,Blank Checks
DECAW,Denali Capital Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
DECK,Deckers Outdoor Corporation Common Stock,United States,1993,Consumer Discretionary,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,United States,2006,Real Estate,Real Estate Investment Trusts
DELL,Dell Technologies Inc. Class C Common Stock ,United States,2018,Technology,Computer Manufacturing
DERM,Journey Medical Corporation Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
DFH,Dream Finders Homes Inc. Class A Common Stock,United States,2022,Consumer Discretionary,Homebuilding
DFIN,Donnelley Financial Solutions Inc. Common Stock ,United States,2016,Consumer Discretionary,Other Consumer Services
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),United States,2021,Technology,Electronic Components
DFLIW,Dragonfly Energy Holdings Corp. Warrant,United States,2021,Technology,Electronic Components
DG,Dollar General Corporation Common Stock,United States,2009,Consumer Discretionary,Department/Specialty Retail Stores
DGICB,Donegal Group Inc. Class B Common Stock,United States,1986,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,United States,1989,Telecommunications,Computer Communications Equipment
DH,Definitive Healthcare Corp. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
DHACW,Digital Health Acquisition Corp. Warrant,United States,2021,Health Care,Medical/Nursing Services
DHCA,DHC Acquisition Corp. Class A ordinary share,United States,2021,Finance,Blank Checks
DHCAW,DHC Acquisition Corp. Warrant,United States,2021,Finance,Blank Checks
DHF,BNY Mellon High Yield Strategies Fund Common Stock,United States,1998,Finance,Finance Companies
DHX,DHI Group Inc. Common Stock,United States,2007,Consumer Discretionary,Business Services
DHY,Credit Suisse High Yield Bond Fund Common Stock,United States,1998,Finance,Finance/Investors Services
DIBS,1stdibs.com Inc. Common Stock,United States,2021,Consumer Discretionary,Catalog/Specialty Distribution
DINO,HF Sinclair Corporation Common Stock,United States,1960,Energy,Natural Gas Distribution
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,United States,2021,Finance,Blank Checks
DISAW,Disruptive Acquisition Corporation I Warrant,United States,2021,Finance,Blank Checks
DISH,DISH Network Corporation Class A Common Stock,United States,1995,Telecommunications,Cable & Other Pay Television Services
DIT,AMCON Distributing Company Common Stock,United States,1999,Consumer Discretionary,Food Distributors
DK,Delek US Holdings Inc. Common Stock,United States,2017,Energy,Integrated oil Companies
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,United States,2012,Energy,Natural Gas Distribution
DKNG,DraftKings Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Services-Misc. Amusement & Recreation
DKS,Dick's Sporting Goods Inc Common Stock,United States,2002,Consumer Discretionary,Other Specialty Stores
DLA,Delta Apparel Inc. Common Stock,United States,2000,Consumer Staples,Apparel
DLB,Dolby Laboratories Common Stock,United States,2005,Miscellaneous,Multi-Sector Companies
DLR,Digital Realty Trust Inc. Common Stock,United States,2004,Real Estate,Real Estate Investment Trusts
DLTH,Duluth Holdings Inc. Class B Common Stock,United States,2015,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DLTR,Dollar Tree Inc. Common Stock,United States,1995,Consumer Discretionary,Department/Specialty Retail Stores
DM,Desktop Metal Inc. Class A Common Stock,United States,2019,Technology,Industrial Machinery/Components
DMAC,DiaMedica Therapeutics Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
DMAQ,Deep Medicine Acquisition Corp. Class A Common Stock,United States,2021,Industrials,Consumer Electronics/Appliances
DMAQR,Deep Medicine Acquisition Corp. Rights,United States,2021,,
DMF,BNY Mellon Municipal Income Inc. Common Stock,United States,1988,Finance,Finance/Investors Services
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,United States,2010,Finance,Trusts Except Educational Religious and Charitable
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,United States,2018,Consumer Discretionary,Advertising
DMTK,DermTech Inc. Common Stock,United States,2017,Health Care,Medical Specialities
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNB,Dun & Bradstreet Holdings Inc. Common Stock,United States,2020,Finance,Finance: Consumer Services
DNLI,Denali Therapeutics Inc. Common Stock,United States,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNMR,Danimer Scientific Inc. Common Stock,United States,2020,Industrials,Plastic Products
DNOW,NOW Inc. Common Stock,United States,2014,Industrials,Metal Fabrications
DNP,DNP Select Income Fund Inc. Common Stock,United States,1987,Finance,Investment Managers
DNTH,Dianthus Therapeutics Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
DNUT,Krispy Kreme Inc. Common Stock,United States,2021,Consumer Staples,Food Chains
DO,Diamond Offshore Drilling Inc. Common Stock,United States,2022,Energy,Oil & Gas Production
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,United States,2013,Real Estate,Real Estate Investment Trusts
DOCN,DigitalOcean Holdings Inc. Common Stock,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
DOCS,Doximity Inc. Class A Common Stock,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
DOCU,DocuSign Inc. Common Stock,United States,1989,Technology,EDP Services
DOMO,Domo Inc. Class B Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
DOUG,Douglas Elliman Inc. Common Stock,United States,2021,Real Estate,Building operators
DOW,Dow Inc. Common Stock ,United States,2019,Industrials,Major Chemicals
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,United States,2021,Finance,Blank Checks
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,United States,2011,Finance,Trusts Except Educational Religious and Charitable
DPZ,Domino's Pizza Inc Common Stock,United States,2004,Consumer Discretionary,Food Distributors
DRCT,Direct Digital Holdings Inc. Class A Common Stock,United States,2022,Technology,Computer Software: Programming Data Processing
DRCTW,Direct Digital Holdings Inc. Warrant,United States,2022,Technology,Computer Software: Programming Data Processing
DRH,Diamondrock Hospitality Company Common Stock,United States,2005,Real Estate,Real Estate Investment Trusts
DRMA,Dermata Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Dermata Therapeutics Inc. Warrant,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
DRQ,Dril-Quip Inc. Common Stock,United States,1997,Industrials,Metal Fabrications
DRRX,DURECT Corporation Common Stock,United States,2000,Health Care,Biotechnology: Pharmaceutical Preparations
DRVN,Driven Brands Holdings Inc. Common Stock,United States,2021,Consumer Discretionary,Automotive Aftermarket
DSGN,Design Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
DSKE,Daseke Inc. Common Stock,United States,2015,,
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,United States,1989,Finance,Investment Managers
DSP,Viant Technology Inc. Class A Common Stock,United States,2021,Technology,EDP Services
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,United States,1998,Finance,Finance Companies
DT,Dynatrace Inc. Common Stock,United States,2019,Technology,EDP Services
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,United States,2020,Utilities,Electric Utilities: Central
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,United States,1991,Finance,Investment Managers
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,United States,2021,Utilities,Electric Utilities: Central
DTI,Drilling Tools International Corporation Common Stock,United States,2021,Industrials,Metal Fabrications
DTIL,Precision BioSciences Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTM,DT Midstream Inc. Common Stock ,United States,2021,Utilities,Oil & Gas Production
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,United States,2021,Health Care,Medical/Nursing Services
DTOCU,Digital Transformation Opportunities Corp. Units,United States,2021,Health Care,Medical/Nursing Services
DTOCW,Digital Transformation Opportunities Corp. Warrant,United States,2021,Health Care,Medical/Nursing Services
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,United States,2017,Utilities,Electric Utilities: Central
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,United States,2018,Utilities,Power Generation
DUNE,Dune Acquisition Corporation Class A Common Stock,United States,2021,Finance,Investment Bankers/Brokers/Service
DUNEU,Dune Acquisition Corporation Unit,United States,2020,Finance,Investment Bankers/Brokers/Service
DUNEW,Dune Acquisition Corporation Warrant,United States,2021,Finance,Investment Bankers/Brokers/Service
DUOL,Duolingo Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
DV,DoubleVerify Holdings Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
DVAX,Dynavax Technologies Corporation Common Stock,United States,2004,Health Care,Biotechnology: Pharmaceutical Preparations
DVN,Devon Energy Corporation Common Stock,United States,1985,Energy,Oil & Gas Production
DWAC,Digital World Acquisition Corp. Class A Common Stock,United States,2021,Technology,Computer Software: Programming Data Processing
DWACU,Digital World Acquisition Corp. Units,United States,2021,Technology,Computer Software: Programming Data Processing
DWACW,Digital World Acquisition Corp. Warrants,United States,2021,Technology,Computer Software: Programming Data Processing
DXCM,DexCom Inc. Common Stock,United States,2005,Health Care,Medical/Dental Instruments
DYN,Dyne Therapeutics Inc. Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
EAC,Edify Acquisition Corp. Class A Common Stock,United States,2021,Finance,Blank Checks
EAD,Allspring Income Opportunities Fund Common Shares,United States,2003,Finance,Finance/Investors Services
EAF,GrafTech International Ltd. Common Stock,United States,2018,Energy,Industrial Machinery/Components
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,United States,2016,Utilities,Electric Utilities: Central
EAR,Eargo Inc. Common Stock,United States,2020,Health Care,Medical Specialities
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,United States,2013,Real Estate,Real Estate Investment Trusts
EB,Eventbrite Inc. Class A Common Stock,United States,2018,Technology,EDP Services
EBAY,eBay Inc. Common Stock,United States,1998,Consumer Discretionary,Business Services
EBC,Eastern Bankshares Inc. Common Stock,United States,2020,Finance,Accident &Health Insurance
EBET,EBET INC. Common Stock,United States,2021,Consumer Discretionary,Services-Misc. Amusement & Recreation
EBMT,Eagle Bancorp Montana Inc. Common Stock,United States,2010,Finance,Major Banks
EBS,Emergent Biosolutions Inc. Common Stock,United States,2006,Health Care,Biotechnology: Pharmaceutical Preparations
ECBK,ECB Bancorp Inc. Common Stock,United States,2022,Finance,Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States,2014,Finance,Trusts Except Educational Religious and Charitable
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,United States,2022,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States,2021,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,United States,2022,Finance,Trusts Except Educational Religious and Charitable
ECF,Ellsworth Growth and Income Fund Ltd.,United States,1986,Finance,Finance/Investors Services
ECOR,electroCore Inc. Common Stock,United States,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECVT,Ecovyst Inc. Common Stock,United States,2017,Industrials,Major Chemicals
EDBL,Edible Garden AG Incorporated Common Stock,United States,2022,Consumer Staples,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,United States,2022,Consumer Staples,Farming/Seeds/Milling
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,United States,2007,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,United States,2010,Finance,Investment Managers
EDI,Virtus Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interest,United States,2012,Finance,Finance Companies
EDIT,Editas Medicine Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
EDR,Endeavor Group Holdings Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Services-Misc. Amusement & Recreation
EE,Excelerate Energy Inc. Class A Common Stock,United States,2022,Utilities,Oil/Gas Transmission
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,2021,Consumer Discretionary,Educational Services
EEX,Emerald Holding Inc. Common Stock,United States,2017,Consumer Discretionary,Business Services
EFC,Ellington Financial Inc. Common Stock ,United States,2010,Finance,Real Estate
EFHT,EF Hutton Acquisition Corporation I Common Stock,United States,2022,Consumer Discretionary,Auto Manufacturing
EFHTR,EF Hutton Acquisition Corporation I Rights,United States,2022,Finance,Blank Checks
EFHTW,EF Hutton Acquisition Corporation I Warrant,United States,2022,Consumer Discretionary,Auto Manufacturing
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States,2003,Finance,Trusts Except Educational Religious and Charitable
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,2004,Finance,Finance Companies
EFTR,eFFECTOR Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EFTRW,eFFECTOR Therapeutics Inc. Warrant,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EGAN,eGain Corporation Common Stock,United States,1999,Technology,Computer Software: Prepackaged Software
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,United States,2005,Finance,Trusts Except Educational Religious and Charitable
EGIO,Edgio Inc. Common Stock,United States,2007,Consumer Discretionary,Business Services
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
EHAB,Enhabit Inc. Common Stock,United States,2022,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc Common Stock,United States,2003,Finance,Investment Managers
EHTH,eHealth Inc. Common Stock,United States,2006,Finance,Specialty Insurers
EIG,Employers Holdings Inc Common Stock,United States,2007,Finance,Property-Casualty Insurers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,Finance,Finance/Investors Services
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,1995,Consumer Discretionary,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States,2016,Utilities,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
